source,link,title,publish_date,summary,keywords,desc
https://www.financialexpress.com,https://www.financialexpress.com/market/tata-consultancy-services-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Tata Consultancy Services Ltd. is a Public Limited Listed company incorporated on 19/01/1995 and has its registered office in the State of Maharashtra, India.
Company’s Corporate Identification Number(CIN) is L22210MH1995PLC084781 and registration number is 084781.
Currently Company is involved in the business activities of Computer programming, consultancy and related activities.
Company’s Total Operating Revenue is Rs.
160341.00 Cr.","['price', 'cr', 'consultancy', 'activities', 'companys', 'returns', 'stock', 'bse', 'rs', 'tata', 'performance', 'company', 'state', 'services', 'share', 'holdings', 'financials', 'total']","Tata Consultancy Services Ltd. is a Public Limited Listed company incorporated on 19/01/1995 and has its registered office in the State of Maharashtra, India. Company’s Corporate Identification Number(CIN) is L22210MH1995PLC084781 and registration number is 084781. Currently Company is involved in the business activities of Computer programming, consultancy and related activities. Company’s Total Operating Revenue is Rs. 160341.00 Cr. and Equity Capital is Rs. 366.00 Cr. for the Year ended 31/03/2022."
https://www.financialexpress.com,https://www.financialexpress.com/market/maruti-suzuki-india-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Maruti Suzuki India Ltd. is a Public Limited Listed company incorporated on 24/02/1981 and has its registered office in the State of Delhi, India.
Company’s Corporate Identification Number(CIN) is L34103DL1981PLC011375 and registration number is 011375.
Currently Company is involved in the business activities of Sale of motor vehicle parts and accessories.
Company’s Total Operating Revenue is Rs.
88295.60 Cr.","['price', 'cr', 'companys', 'returns', 'stock', 'bse', 'rs', 'vehicle', 'sale', 'performance', 'company', 'state', 'india', 'suzuki', 'share', 'holdings', 'financials', 'total']","Maruti Suzuki India Ltd. is a Public Limited Listed company incorporated on 24/02/1981 and has its registered office in the State of Delhi, India. Company’s Corporate Identification Number(CIN) is L34103DL1981PLC011375 and registration number is 011375. Currently Company is involved in the business activities of Sale of motor vehicle parts and accessories. Company’s Total Operating Revenue is Rs. 88295.60 Cr. and Equity Capital is Rs. 151.00 Cr. for the Year ended 31/03/2022."
https://www.financialexpress.com,https://www.financialexpress.com/market/larsen-and-toubro-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Larsen & Toubro Ltd. is a Public Limited Listed company incorporated on 07/02/1946 and has its registered office in the State of Maharashtra, India.
Company’s Corporate Identification Number(CIN) is L99999MH1946PLC004768 and registration number is 004768.
Currently Company is involved in the business activities of Construction of utility projects.
Company’s Total Operating Revenue is Rs.
101000.41 Cr.","['price', 'cr', 'utility', 'companys', 'returns', 'stock', 'bse', 'rs', 'performance', 'company', 'state', 'revenue', 'registration', 'toubro', 'share', 'holdings', 'financials', 'total']","Larsen & Toubro Ltd. is a Public Limited Listed company incorporated on 07/02/1946 and has its registered office in the State of Maharashtra, India. Company’s Corporate Identification Number(CIN) is L99999MH1946PLC004768 and registration number is 004768. Currently Company is involved in the business activities of Construction of utility projects. Company’s Total Operating Revenue is Rs. 101000.41 Cr. and Equity Capital is Rs. 281.01 Cr. for the Year ended 31/03/2022."
https://www.financialexpress.com,https://www.financialexpress.com/market/sun-pharmaceutical-industries-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Sun Pharmaceutical Industries Ltd. is a Public Limited Listed company incorporated on 01/03/1993 and has its registered office in the State of Gujarat, India.
Company’s Corporate Identification Number(CIN) is L24230GJ1993PLC019050 and registration number is 019050.
Currently Company is involved in the business activities of Manufacture of pharmaceuticals, medicinal chemical and botanical products.
Company’s Total Operating Revenue is Rs.
15585.98 Cr.","['price', 'cr', 'companys', 'returns', 'stock', 'bse', 'rs', 'registered', 'performance', 'company', 'state', 'public', 'revenue', 'registration', 'share', 'holdings', 'financials', 'total']","Sun Pharmaceutical Industries Ltd. is a Public Limited Listed company incorporated on 01/03/1993 and has its registered office in the State of Gujarat, India. Company’s Corporate Identification Number(CIN) is L24230GJ1993PLC019050 and registration number is 019050. Currently Company is involved in the business activities of Manufacture of pharmaceuticals, medicinal chemical and botanical products. Company’s Total Operating Revenue is Rs. 15585.98 Cr. and Equity Capital is Rs. 239.93 Cr. for the Year ended 31/03/2022."
https://www.financialexpress.com,https://www.financialexpress.com/market/bharat-petroleum-corporation-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Bharat Petroleum Corporation Ltd. is a Public Limited Listed company incorporated on 03/11/1952 and has its registered office in the State of Maharashtra, India.
Company’s Corporate Identification Number(CIN) is L23220MH1952GOI008931 and registration number is 008931.
Currently Company is involved in the business activities of Manufacture of other petroleum (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals).
Company’s Total Operating Revenue is Rs.
362276.77 Cr.","['price', 'cr', 'companys', 'returns', 'stock', 'bse', 'petroleum', 'rs', 'manufacture', 'performance', 'company', 'total', 'state', 'wax', 'share', 'holdings', 'financials', 'oils']","Bharat Petroleum Corporation Ltd. is a Public Limited Listed company incorporated on 03/11/1952 and has its registered office in the State of Maharashtra, India. Company’s Corporate Identification Number(CIN) is L23220MH1952GOI008931 and registration number is 008931. Currently Company is involved in the business activities of Manufacture of other petroleum (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals). Company’s Total Operating Revenue is Rs. 362276.77 Cr. and Equity Capital is Rs. 2129.45 Cr. for the Year ended 31/03/2022."
https://www.financialexpress.com,https://www.financialexpress.com/market/indian-indices-nse-nifty-it-companies-list/,"Nifty IT (NSE) Index Price Live - Top Nifty IT Companies Index Price in India Today, (NSE) India Index Price Live",None,"The Nifty IT index is a stock market index that measures the performance of the Information Technology (IT) sector in India.
It is a subset of the Nifty 50 index, representing the top 50 companies listed on India's National Stock Exchange (NSE).
The Nifty IT index comprises the top 10 IT companies listed on the NSE, based on their market capitalisation.
The Nifty IT index is a market capitalization-weighted index, which means that the weightage of each company in the index is proportional to its market capitalization.
The Nifty IT index is an important benchmark for investors interested in investing in the IT sector in India.","['price', 'software', 'live', 'stock', 'market', 'performance', 'index', 'india', 'today', 'nifty', 'companies', 'nse', 'industry', 'sector']","The Nifty IT index is a stock market index that measures the performance of the Information Technology (IT) sector in India. It is a subset of the Nifty 50 index, representing the top 50 companies listed on India's National Stock Exchange (NSE). The Nifty IT index comprises the top 10 IT companies listed on the NSE, based on their market capitalisation. These companies are among the largest IT services and software providers in India, and some of them are also global players in their respective domains.

The Nifty IT index is a market capitalization-weighted index, which means that the weightage of each company in the index is proportional to its market capitalization. This implies that the performance of larger companies has a greater impact on the index than smaller companies. The Nifty IT index is an important benchmark for investors interested in investing in the IT sector in India. It provides a broad view of the performance of the IT industry, which is a key sector of the Indian economy. The index is also a reference point for index funds and exchange-traded funds (ETFs) that track the IT sector in India.

The performance of the Nifty IT index is influenced by various factors, including the global trends in the IT industry, the demand for IT services and software, and the performance of individual companies. The index tends to be volatile, as it is sensitive to news and developments in the IT sector. For instance, the outbreak of the COVID-19 pandemic in early 2020 had a significant impact on the IT industry, as many companies had to switch to remote work and adapt to new ways of working. As a result, the Nifty IT index experienced significant fluctuations during the pandemic.

What are the eligibility criteria for the selection of constituent stocks under Nifty IT?"
https://www.financialexpress.com,https://www.financialexpress.com/market/indian-indices-nse-nifty-bank-companies-list/,"Nifty Bank (NSE) Index Price Live - Top Nifty Bank Companies Index Price in India Today, (NSE) India Index Price Live",None,"NSE Bank Nifty index includes the large and most liquid domestic banking stocks.
Investors or companies can use the Nifty Bank index for numerous purposes like benchmarking fund portfolios and launching index funds, ETFs and structured products.
Who manages the Bank Nifty Index?
A forward contract trading on an exchange is called a futures contract.
The Bank Nifty futures contracts are based on the Bank Nifty index.","['price', 'bank', 'live', 'contract', 'stocks', 'market', 'trading', 'index', 'india', 'today', 'nifty', 'futures', 'companies', 'nse']","NSE Bank Nifty index includes the large and most liquid domestic banking stocks. It records the market performance of the Indian banks giving investors and market intermediaries a benchmark so they can evaluate properly before investing. The index constitutes a maximum of 12 companies listed on the National Stock Exchange (NSE) and is computed through the free float market capitalization method. Investors or companies can use the Nifty Bank index for numerous purposes like benchmarking fund portfolios and launching index funds, ETFs and structured products. Though it was launched on September 15, 2003, Nifty Bank’s base value on the base date i.e, January 01, 2000, was set at 1000 and has given a CAGR of 24.61% in the first 10 years.

What are the eligibility criteria for the selection of constituent stocks under Nifty Bank?

At the time of review, companies should be a part of NIFTY 500. If the number of eligible stocks falls below 10, then according to NSE, the deficit number of stocks should be selected from the available stocks ranked within the top 800 based on daily average turnover and daily average full market capitalisation based on the data of previous six months which is used for index rebalancing of NIFTY 500. The company should be a part of the banking sector and its trading frequency needs to be at least 90% in the past six months. A listing history of six months is necessary for the company but if it comes out with an initial public offer (IPO) then it can be included in the index if it fulfils the eligibility criteria for three months instead of six. Only those companies can be a part of the index which are allowed to trade in the F&O segment. The final selection of all 12 companies is done based on the free-float market capitalization methodology by calculating the weightage of each company in the index in such a way that no stock weighs more than 33% and the top 3 stocks cumulatively should not be more than 62% during rebalancing. The index rebalancing is done on a semi-annual basis.

Who manages the Bank Nifty Index?

A professional team manages all the indices of NSE and follows a three-tier governance structure which includes the board of directors of NSE Indices Ltd, Index Advisory Committee (Equity) and the Index Maintenance Sub-Committee.

What is the Bank Nifty futures & options contract?

A forward contract trading on an exchange is called a futures contract. The Bank Nifty futures contracts are based on the Bank Nifty index. According to NSE, the maturity date of the contract, the underlying index and a market lot are some characteristics of the futures contract. These contracts are available for trading from the intro to the expiry date. Bank Nifty futures have a maximum of 3-month trading cycle - the near month (one), the next month (two) and the far month (three). A new contract is introduced on the trading day following the expiry of the near-month contract. The contracts expire on the last Thursday of the expiry month. If it is a trading holiday on the last Thursday, then contracts expire on the previous trading day."
https://www.financialexpress.com,https://www.financialexpress.com/market/indian-indices-nse-nifty-auto-companies-list/,"Nifty Auto (NSE) Index Price Live - Top Nifty Auto Companies Index Price in India Today, (NSE) India Index Price Live",None,"Tube Investments of India Ltd. Jul 21, 2023, 9:19 AM | IST3,232.0567.202.1211,838","['price', 'tube', 'investments', 'live', 'auto', 'jul', '919', 'index', 'india', 'today', 'nifty', '21', 'companies', 'nse', '2023', 'ist323205672021211838']","Tube Investments of India Ltd. Jul 21, 2023, 9:19 AM | IST

3,232.05

67.20

2.12

11,838"
https://www.financialexpress.com,https://www.financialexpress.com/market/indian-indices-nse-nifty-pharma-companies-list/,"Nifty Pharma (NSE) Index Price Live - Top Nifty Pharma Companies Index Price in India Today, (NSE) India Index Price Live",None,,"['price', 'live', 'pharma', 'index', 'india', 'today', 'nifty', 'companies', 'nse']",
https://www.financialexpress.com,https://www.financialexpress.com/market/indian-indices-bse-bankex-companies-list/,"BSE_Bankex (BSE) Index Price Live - Top BSE_Bankex Companies Index Price in India Today, (BSE) India Index Price Live",None,,"['price', 'live', 'bse', 'index', 'india', 'today', 'companies', 'bse_bankex']",
https://www.financialexpress.com,https://hindi.financialexpress.com/investment-saving-news/who-can-file-income-tax-returns-using-itr-1-for-fy-2022-23-and-who-can-not-use-it/3062024/,ITR Filing: कौन कर सकता है ITR-1 का इस्तेमाल? आयकर रिटर्न भरने से पहले जरूरी है सही फॉर्म की जानकारी,None,who can file income tax returns using itr 1 for fy 2022 23 and who can not use it,"['ह', 'returns', 'income', '23', '2022', 'क', 'सकत', 'रटरन', 'itr', 'भरन', 'फरम', 'fy', 'file', 'tax', 'सह', 'जरर', 'पहल', 'स', 'using']",who can file income tax returns using itr 1 for fy 2022 23 and who can not use it
https://www.financialexpress.com,https://hindi.financialexpress.com/investment-saving-news/itr-filing-how-to-apply-here-all-steps-to-file-for-fy-2022-23-in-assessment-year-2023-24/3064005/,"ITR Filing: कैसे करें इनकम टैक्स रिटर्न फाइल? कौन सा फार्म भरें, यहां देखें पूरी डिटेल",None,itr filing how to apply here all steps to file for fy 2022 23 in assessment year 2023,"['टकस', 'फइल', 'apply', '23', 'भर', 'डटल', '2022', 'assessment', 'रटरन', 'itr', 'दख', 'filing', 'फरम', 'fy', 'file', 'steps', 'स', 'यह', 'पर', '2023']",itr filing how to apply here all steps to file for fy 2022 23 in assessment year 2023
https://www.financialexpress.com,https://hindi.financialexpress.com/business-news/nifty-may-break-20000-level-in-july-2023-experts-says-buy-and-hold-strategy-may-best-for-investors/3063988/,"Nifty ने पहली बार पार किया 19900 का आंकड़ा, जुलाई में ही ब्रेक होगा 20000 का लेवल! बॉय-एंड-होल्ड स्‍ट्रैटेजी रहेगी बेस्‍ट",None,nifty may break 20000 level in july 2023 experts says buy and hold strategy may best for investors,"['ह', 'बर', 'buy', 'म', 'best', 'level', 'हग', 'बसट', 'सटरटज', 'क', 'hold', 'break', 'nifty', 'लवल', 'investors', 'experts', 'रहग', 'strategy', 'बरक', '2023']",nifty may break 20000 level in july 2023 experts says buy and hold strategy may best for investors
https://www.financialexpress.com,https://hindi.financialexpress.com/web-stories/trending/indians-can-now-travel-to-57-countries-visa-free-as-india-rises-spots-on-passport-index/,Indian Travel Visa Free : बिना वीजा के इन 57 देशों में यात्रा कर सकते हैं भारतीय,2023-07-20 22:49:20+05:30,,"['यतर', 'ह', 'वज', 'बन', 'दश', 'क', 'सकत', 'म', 'भरतय', 'कर']",
https://www.financialexpress.com,https://hindi.financialexpress.com/web-stories/trending/asia-cup-2023-match-schedule-here-check-time-date-venue-know-all-about-it-final-on-17-september/,"Asia Cup 2023: कहां, किस दिन, किसके बीच खेला जाएगा मैच",2023-07-20 19:47:07+05:30,,"['दन', 'मच', 'जएग', 'बच', 'cup', 'कसक', 'खल', 'कह', 'asia', 'कस']",
https://www.financialexpress.com,https://hindi.financialexpress.com/web-stories/trending/5-best-125cc-scooters-for-college-going-students-2/,कॉलेज जाने वाले स्टूडेंट्स के लिए ये हैं 5 बेस्ट 125cc स्कूटर,2023-07-19 16:55:20+05:30,,"['सटडटस', 'जन', 'सकटर', 'ह', 'लए', 'य', 'वल', 'क', 'कलज', 'बसट']",
https://www.financialexpress.com,https://hindi.financialexpress.com/web-stories/trending/you-can-earn-rs-50k-monthly-by-post-offce-2-schemes-scss-and-mis/,सरकारी स्कीम से हर महीने 50 हजार कमाने का तरीका,2023-07-19 16:06:09+05:30,,"['तरक', 'हजर', 'सकम', 'सरकर', 'हर', 'महन', 'क', 'कमन', '50', 'स']",
https://www.financialexpress.com,https://hindi.financialexpress.com/web-stories/trending/triumph-scrambler-400x-vs-ktm-390-adventure-comparison-fewsd-import/,Triumph Scrambler 400X की तुलना में KTM 390 Adventure बाइक कितनी है अलग,2023-07-18 19:36:55+05:30,,"['ह', 'बइक', 'तलन', 'triumph', 'क', 'scrambler', 'कतन', 'ktm', 'म', 'अलग']",
https://www.financialexpress.com,https://hindi.financialexpress.com/auto-news/2023-kia-seltos-vs-hyundai-creta-6-things-2023-kia-seltos-gets-over-hyundai-creta-check-details/3063877/,"2023 Kia Seltos Vs Hyundai Creta: हुंडई क्रेटा में नहीं मिलती सेल्टोस फेसलिफ्ट की ये 6 खूबियां, खरीदने से पहले देख लें डिटेल",None,2023 kia seltos vs hyundai creta 6 things 2023 kia seltos gets over hyundai creta check details,"['kia', 'seltos', 'य', 'म', 'hyundai', 'हडई', 'vs', 'details', 'check', 'gets', 'मलत', 'ल', 'things', 'पहल', 'स', 'creta', 'सलटस', 'फसलफट', 'नह', '2023']",2023 kia seltos vs hyundai creta 6 things 2023 kia seltos gets over hyundai creta check details
https://www.financialexpress.com,https://hindi.financialexpress.com/career-news/delhi-university-ug-admission-2023-first-merit-list-on-august-1-registration-open-till-july-24/3063336/,"DU UG Admission 2023: 1 अगस्त को आएगी डीयू से यूजी कोर्स में दाखिले के लिए पहली मेरिट लिस्ट, सेकेंड फेज के लिए रजिस्ट्रेशन शुरू",None,"DU UG Admission 2023: 1 अगस्त को आएगी डीयू से यूजी कोर्स में दाखिले के लिए पहली मेरिट लिस्ट, सेकेंड फेज के लिए रजिस्ट्रेशन शुरूDU CSAS UG Admission 2023: डीयू ने यूजी कोर्स में दाखिले के लिए दूसरे फेज की रजिस्ट्रेशन प्रक्रिया शुरू कर दी है.
CSAS Admission 2023:डीयू ने सोमवार को शैक्षणिक सत्र 2023-24 के लिए यूजी एडमिशन शेड्यूल जारी की.
DU के अधिकारियों ने बीते दिन यह जानकारी देते हुए बताया कि आगामी सत्र के लिए यूजी कोर्स में दाखिले की सीट एलोकेशन तीन राउंंड में पूरी की जाएगी.
यूनिवर्सिटी यूजी कोर्स में दाखिले के लिए पहली मेरिट लिट (सीट एलोकेशन लिस्ट यानी पहली एडमिशन लिस्ट) 1 अगस्त को जारी करेगी.
यूनिवर्सिटी ने अपने लेटेस्ट नोटिफिकेशन के जरिए बताया कि सोमवार से CSAS UG-2023 के दूसरे फेज के लिए रजिस्ट्रेशन प्रक्रिया शुरू की गई.","['ug', 'ह', 'शर', 'सकड', 'डय', 'लए', 'रजसटरशन', 'यज', 'दखल', 'क', 'मरट', 'न', 'म', 'स', 'यनवरसट', 'लसट']","DU UG Admission 2023: 1 अगस्त को आएगी डीयू से यूजी कोर्स में दाखिले के लिए पहली मेरिट लिस्ट, सेकेंड फेज के लिए रजिस्ट्रेशन शुरू

DU CSAS UG Admission 2023: डीयू ने यूजी कोर्स में दाखिले के लिए दूसरे फेज की रजिस्ट्रेशन प्रक्रिया शुरू कर दी है. CUET UG 2023 परीक्षा में शामिल हुए उम्मीदवार इसके लिए 24 जुलाई तक अप्लाई कर सकते हैं.

CSAS Admission 2023:डीयू ने सोमवार को शैक्षणिक सत्र 2023-24 के लिए यूजी एडमिशन शेड्यूल जारी की.

Delhi University CSAS UG Admission 2023: दिल्ली यूनिवर्सिटी (DU) ने शैक्षणिक सत्र 2023-24 के लिए यूजी एडमिशन शेड्यूल जारी कर दी है. DU के अधिकारियों ने बीते दिन यह जानकारी देते हुए बताया कि आगामी सत्र के लिए यूजी कोर्स में दाखिले की सीट एलोकेशन तीन राउंंड में पूरी की जाएगी. यूनिवर्सिटी यूजी कोर्स में दाखिले के लिए पहली मेरिट लिट (सीट एलोकेशन लिस्ट यानी पहली एडमिशन लिस्ट) 1 अगस्त को जारी करेगी. डीयू में 16 अगस्त से यूजी कोर्स की कक्षाएं शरू हो जाएगी. 24 जुलाई तक सेकेंड फेज के लिए कर सकेंगे अप्लाई डीयू ने सोमवार 17 जुलाई से दूसरे चरण की यूजी एडमिशन प्रक्रिया के लिए रजिस्ट्रेशन शुरु कर दी है. इस बार CUET UG परीक्षा में शामिल हुए योग्य उम्मीदवार डीयू के यूजी प्रोग्राम्स और कॉलेज का चुनाव करेंगे. जिन उम्मीदवारों ने अब तक CSAS पोर्टल पर रजिस्ट्रेशन नहीं कराया है, वे 24 जुलाई तक अप्लाई कर सकते हैं. यूनिवर्सिटी ने पहले फेज की एडमिशन प्रक्रिया में शामिल हुए उम्मीदवारों के लिए करेक्शन विंडो भी ओपन किया है ताकि वे एप्लिकेशन डिटेल को एडिट और उसमें दर्ज गलतियों को सुधार सकें. Also Read: Maruti Suzuki July 2023 Car Discounts: मारुति की गाड़ियों पर 60,000 रुपये तक की छूट, Alto K10, S-Presso, Swift पर कितना मिलेगा फायदा CUET UG परीक्षा में शामिल हुए उम्मीदवारों को डीयू में मिलेगा दाखिला देश के ज्यादातर सेंट्रल यूनिवर्सिटी के यूजी कोर्स में दाखिले के लिए एनटीए ने पिछले साल की तर्ज पर इस साल भी कॉमन यूनिवर्सिटी एडमिशन टेस्ट आयोजित किया. इस परीक्षा में मिले स्कोर के आधार पर डीयू कॉमन सीट एलोकेशन सिस्टम (DU CSAS UG-2023) के जरिए दाखिले की प्रक्रिया शुरू हो चुकी है. इसी साल जून में यूनिवर्सिटी ने CSAS पोर्टल लॉन्च किया गया था . यूनिवर्सिटी ने अपने लेटेस्ट नोटिफिकेशन के जरिए बताया कि सोमवार से CSAS UG-2023 के दूसरे फेज के लिए रजिस्ट्रेशन प्रक्रिया शुरू की गई. नेशनल टेस्टिंग एजेंसी ने पिछले हफ्ते मई और जून में आयोजित CUET UG 2023 परीक्षा का नतीजे जारी किए."
https://www.financialexpress.com,https://hindi.financialexpress.com/career-news/cuet-ug-result-2023-here-websites-to-check-scores-cuet-samarthacin/3063008/,"CUET UG 2023 के नतीजे जारी, यहां से चेक करें स्कोर",None,"CUET UG 2023 के नतीजे जारी, यहां से चेक करें स्कोरCUET UG 2023 परीक्षा के नतीजों का एलान एनटीए ने कर दिया है.
इसमें शामिल हुए उम्मीदवार सीयूईटी की आधिकारिक वेबसाइट cuet.samarth.ac.in से अपना स्कोर चेक कर सकते हैं.
CUET UG 2023: इस परीक्षा में शामिल हुए उम्मीदवार एनटीए की वेबसाइट nta.ac.in से भी अपना पर्सेंटाइल स्कोर चेक कर सकते हैं.","['जर', 'ug', 'ह', 'चक', 'कर', 'सकर', 'यह', 'क', 'सकत', 'cuet', 'हए', 'स', '2023', 'नतज']","CUET UG 2023 के नतीजे जारी, यहां से चेक करें स्कोर

CUET UG 2023 परीक्षा के नतीजों का एलान एनटीए ने कर दिया है. इसमें शामिल हुए उम्मीदवार सीयूईटी की आधिकारिक वेबसाइट cuet.samarth.ac.in से अपना स्कोर चेक कर सकते हैं.

CUET UG 2023: इस परीक्षा में शामिल हुए उम्मीदवार एनटीए की वेबसाइट nta.ac.in से भी अपना पर्सेंटाइल स्कोर चेक कर सकते हैं."
https://www.financialexpress.com,https://hindi.financialexpress.com/career-news/cbse-board-exam-schedules-cbse-announces-dates-for-10th-and-12th-board-exams-2024-check-here-details/3062895/,"CBSE Board Exams 2024 के लिए शेड्यूल जारी, अगले साल 15 फरवरी से होगी 10वीं, 12वीं बोर्ड की परीक्षा",None,cbse board exam schedules cbse announces dates for 10th and 12th board exams 2024 check here details,"['2024', 'exam', 'परकष', 'हग', 'सल', 'जर', 'dates', 'details', 'क', 'check', 'announces', 'लए', 'exams', 'फरवर', 'cbse', 'स', 'schedules', 'बरड', 'board', 'शडयल']",cbse board exam schedules cbse announces dates for 10th and 12th board exams 2024 check here details
https://www.financialexpress.com,https://hindi.financialexpress.com/consumer-news/tomato-impact-on-roti-rice-rate-veg-and-non-veg-food-plate-average-prices-decrease-on-annual-basis-in-june-2023-but-increase-on-monthly-basis/3059980/,"RRR यानी रोटी, राइस, रेट: महंगे टमाटर के बाद भी वेज और नॉनवेज थाली के घटे दाम, 3 महीनों में कितनी रही औसत कीमत",None,tomato impact on roti rice rate veg and non veg food plate average prices decrease on annual basis in june 2023 but increase on monthly basis,"['रट', 'वज', 'monthly', 'म', 'क', 'rate', 'rice', 'यन', 'veg', 'basis', 'महग', 'prices', 'रह', 'roti', 'plate', 'tomato', 'रइस', 'non', 'महन', 'भ']",tomato impact on roti rice rate veg and non veg food plate average prices decrease on annual basis in june 2023 but increase on monthly basis
https://www.financialexpress.com,https://hindi.financialexpress.com/economy-news/petrol-and-diesel-latest-price-announced-today-19-july-2023-while-crude-rose-to-near-80-dollar/3063735/,"Petrol and Diesel Price Today: क्रूड बढ़कर 80 डॉलर के करीब, पेट्रोल और डीजल के रेट में आज कहां हुआ बदलाव",None,petrol and diesel latest price announced today 19 july 2023 while crude rose to near 80 dollar,"['rose', 'dollar', 'रट', 'हआ', 'डजल', 'today', 'म', 'बदलव', 'कह', 'बढकर', 'crude', 'petrol', 'क', 'diesel', 'near', 'डलर', 'price', 'पटरल', 'announced', 'latest']",petrol and diesel latest price announced today 19 july 2023 while crude rose to near 80 dollar
https://www.financialexpress.com,https://hindi.financialexpress.com/economy-news/petrol-and-diesel-prices-unchanged-today-18-july-2023-while-crude-oil-gian-as-expectation-of-tight-supply-from-usa/3063401/,"Petrol and Diesel Price Today: सप्लाई घटने की आशंका से क्रूड में तेजी, पेट्रोल और डीजल के भी जारी हुए लेटेस्ट रेट",None,petrol and diesel prices unchanged today 18 july 2023 while crude oil gian as expectation of tight supply from usa,"['लटसट', 'रट', 'तज', 'oil', 'today', 'म', 'gian', 'petrol', 'क', 'usa', 'पटरल', 'prices', 'सपलई', 'हए', 'स', 'supply', 'unchanged', 'tight', 'भ', 'expectation']",petrol and diesel prices unchanged today 18 july 2023 while crude oil gian as expectation of tight supply from usa
https://www.financialexpress.com,https://financialexpress.com/market/state-bank-of-india-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"State Bank of India is a Public Limited Listed company incorporated on 31/12/1955 and registered in the State of Maharashtra, India.
Company presently involved in the business activities of Banking Business.","['price', 'returns', 'stock', 'bse', 'registered', 'presently', 'listed', 'performance', 'state', 'company', 'public', 'maharashtra', 'india', 'limited', 'share', 'holdings', 'financials', 'business']","State Bank of India is a Public Limited Listed company incorporated on 31/12/1955 and registered in the State of Maharashtra, India. Company presently involved in the business activities of Banking Business."
https://www.financialexpress.com,https://financialexpress.com/market/tata-consultancy-services-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Tata Consultancy Services Ltd. is a Public Limited Listed company incorporated on 19/01/1995 and has its registered office in the State of Maharashtra, India.
Company’s Corporate Identification Number(CIN) is L22210MH1995PLC084781 and registration number is 084781.
Currently Company is involved in the business activities of Computer programming, consultancy and related activities.
Company’s Total Operating Revenue is Rs.
160341.00 Cr.","['price', 'cr', 'consultancy', 'activities', 'companys', 'returns', 'stock', 'bse', 'rs', 'tata', 'performance', 'company', 'state', 'services', 'share', 'holdings', 'financials', 'total']","Tata Consultancy Services Ltd. is a Public Limited Listed company incorporated on 19/01/1995 and has its registered office in the State of Maharashtra, India. Company’s Corporate Identification Number(CIN) is L22210MH1995PLC084781 and registration number is 084781. Currently Company is involved in the business activities of Computer programming, consultancy and related activities. Company’s Total Operating Revenue is Rs. 160341.00 Cr. and Equity Capital is Rs. 366.00 Cr. for the Year ended 31/03/2022."
https://www.financialexpress.com,https://financialexpress.com/market/maruti-suzuki-india-ltd-share-price/,"BSE Stock Price, Performance, Financials, Returns, Share Holdings",None,"Maruti Suzuki India Ltd. is a Public Limited Listed company incorporated on 24/02/1981 and has its registered office in the State of Delhi, India.
Company’s Corporate Identification Number(CIN) is L34103DL1981PLC011375 and registration number is 011375.
Currently Company is involved in the business activities of Sale of motor vehicle parts and accessories.
Company’s Total Operating Revenue is Rs.
88295.60 Cr.","['price', 'cr', 'companys', 'returns', 'stock', 'bse', 'rs', 'vehicle', 'sale', 'performance', 'company', 'state', 'india', 'suzuki', 'share', 'holdings', 'financials', 'total']","Maruti Suzuki India Ltd. is a Public Limited Listed company incorporated on 24/02/1981 and has its registered office in the State of Delhi, India. Company’s Corporate Identification Number(CIN) is L34103DL1981PLC011375 and registration number is 011375. Currently Company is involved in the business activities of Sale of motor vehicle parts and accessories. Company’s Total Operating Revenue is Rs. 88295.60 Cr. and Equity Capital is Rs. 151.00 Cr. for the Year ended 31/03/2022."
